"710591548212248576","RT @peruenlanoticia: #Ampay: Candidato de @Vero_Mendoza_F participó en agresión a policías en Tacna https://t.co/uz7bZjDOWi https://t.co/aH…","","https://twitter.com/shagui19022193/status/710591548212248576"
"710591402485411840","RT @noticiAmerica: #VSVoto2016 La propuesta de @Vero_Mendoza_F para combatir la corrupción. RT si estás a favor https://t.co/VdRqQo1g1o htt…","","https://twitter.com/jjvera9/status/710591402485411840"
"710591119273369602","RT @peruenlanoticia: #Ampay: Candidato de @Vero_Mendoza_F participó en agresión a policías en Tacna https://t.co/uz7bZjDOWi https://t.co/aH…","","https://twitter.com/vcruzvictor/status/710591119273369602"
"710591110381494272","@JovenesVero @Vero_Mendoza_F ¿por qué tener poca plata para la campaña electoral es motivo de orgullo? ¿o es mi impresión?","Lima, Perú","https://twitter.com/chapulina_/status/710591110381494272"
"710590940386365440","@random_coco La ultima es que @Vero_Mendoza_F tiene en su lista a gente del Estado Islámico peor aún su asesor es chavista","Lima - Perú","https://twitter.com/yumasd/status/710590940386365440"
"710590632398602241","RT @canalN_: Hoy en #VsVoto2016 @AlanGarciaPeru y @Vero_Mendoza_F exponen propuestas sobre corrupción https://t.co/xqWoeDOgrG https://t.co/…","Lima, Perú","https://twitter.com/americatvENVIVO/status/710590632398602241"
"710590619379433472","@DelirumTremems @renegaste1 @Vero_Mendoza_F @ONPE_oficial esa flor contiene alta concentración de veneno !!","Lima - Peru","https://twitter.com/riilara/status/710590619379433472"
"710590612962152449","RT @canalN_: #VSVoto2016 La propuesta de @Vero_Mendoza_F para combatir la corrupción. RT si estás a favor https://t.co/to8jeptpfs https://t…","Lima, Perú","https://twitter.com/americatvENVIVO/status/710590612962152449"
"710590555785457664","@diariocorreo Claro @Vero_Mendoza_F , Toledo. MVLL apoyaron a Humala y la fregaron. El caviar Barnechea cree q haber apoyado a Keiko es malo","","https://twitter.com/moidondeestoy/status/710590555785457664"
"710590326046588928","RT @sinelvicio: Hola @Vero_Mendoza_F @FAFrenteAmplio, pueden decirnos #DondeEstaArana?. Sí, el q mandó a recesión a Cajamarca y defendió le…","","https://twitter.com/TopoCax/status/710590326046588928"
