"710222888041889792","RT @AlanGarciaPeru: Todos los compañeros y amigos pueden inscribirse como personeros para la elección. Es una ayuda efectiva. https://t.co/…","Peru","https://twitter.com/HectorGAF/status/710222888041889792"
"710222795922382849","@canalN_ @AlanGarciaPeru pero es la unica forma para recuperar votos, o el APRA desaparece, y en manos del delfin de Victor Raul.","","https://twitter.com/MCaza53/status/710222795922382849"
"710222481001488384","#MTRadio #MTpolítica @AlanGarciaPeru volvió a discutir con la prensa---&gt; https://t.co/gD0ZJ9ZEja https://t.co/Q7K7gn9O8W","Lima, Peru","https://twitter.com/MTRADIOPERU/status/710222481001488384"
"710222458008240128","@AlanGarciaPeru @ensustrece @Mauriciomulder Y PORQUÈ NO LO TACHARON AL APRA POR SU PLAGIO DE PLAN DE GOBIERNO ? @JNE_Peru @Latina_pe @lamula","","https://twitter.com/Soto2013Soto/status/710222458008240128"
"710222337271013376","@buho331945 @AlanGarciaPeru Por que solo a la victoria??? También a San Juan de Lurigancho.","","https://twitter.com/jromero_pe/status/710222337271013376"
"710221885531930628","RT @elhigadodmarita: RECUERDA:Candidatos #ProVida y #ProFamilia en el Perú@AlanGarciaPeru @KeikoFujimori @NanoGuerra@Antero2016 @fdi…","Lima - PERU","https://twitter.com/LAPIZTOXICOMIL/status/710221885531930628"
"710221434807820290","RT @AlanGarciaPeru: Impediremos el shock antilaboral que están tramando los conservadores.","","https://twitter.com/mvasquezflores/status/710221434807820290"
"710221028807610369","@Peru21pe @Mauriciomulder @ensustrece @RPPNoticias Son los marcas que soltò @AlanGarciaPeru con complicidad de sus ministros de justicia","","https://twitter.com/Soto2013Soto/status/710221028807610369"
"710220957105987584","RT @hurgamemoriaPE: Marzo 2008: @AlanGarciaPeru presenta su teoría del Perro del Hortelano, que fue política predecesora del Baguazo. https…","","https://twitter.com/Meursault47/status/710220957105987584"
"710220186964631552","@AlanGarciaPeru @jceguren X Q INDULTAR A NARCOTRAFICANTES???","MOQUEGUA","https://twitter.com/CRISTIANBLESS1/status/710220186964631552"
"710220178970304512","@elcomercio @Mauriciomulder @aureliopastor Son los delincuentes que ìndultò @AlanGarciaPeru con ayuda de sus ministros coimeros @ensustrece","","https://twitter.com/Soto2013Soto/status/710220178970304512"
"710220093674942465","RT @AlanGarciaPeru: Los trabajadores del Poder Judicial deben ser homologados con los del MP y TC. Y no vivirán bajo la amenaza de Servir.","La Molina","https://twitter.com/chinocricri/status/710220093674942465"
"710220005200306176","@AlanGarciaPeru @jceguren QUIEN ES EL DUEÑO DEL PODER JUDICIAL?? Y LAS INSTITUCIONES??","MOQUEGUA","https://twitter.com/CRISTIANBLESS1/status/710220005200306176"
"710219898216181760","RT @wilmerMil007: @noticiAmerica @KeikoFujimori @AlanGarciaPeru  Cuando el país quiso escuchar NO FUERON X Q AHORA SI ? https://t.co/hVWB3K…","Arequipa, Peru","https://twitter.com/JlLipa/status/710219898216181760"
"710219850866675712","RT @pablo_pm: @AlanGarciaPeru @jceguren Esas promesas hacen muchísimo daño decir todos implica legitimar invasiones promovidas por mafias!","Lima - Peru (nolaavenida)","https://twitter.com/boguietwit/status/710219850866675712"
"710219792876228608","@canalN_ @AlanGarciaPeru @KeikoFujimori BASTA YA con la clásica TOMADA DE PELO.. Ahora sí, Debemos decir : NO A ELECCIONES.","Lurigancho ","https://twitter.com/wilmerMil007/status/710219792876228608"
